package_id,field_path,status,gold_value,auto_value,note
688758_subscription_flow_001,event_family,MATCH,"""subscription_flow""","""subscription_flow""",
688758_subscription_flow_001,flow_subtype,MATCH,"""cash_increase""","""cash_increase""",
688758_subscription_flow_001,currency,MATCH,"""CNY""","""CNY""",
688758_subscription_flow_001,post_event_snapshot_present,MATCH,true,true,
688758_subscription_flow_001,decision_date,MATCH,"{""iso_date"": ""2021-02-25"", ""raw_text"": ""2021年2月25日""}","{""iso_date"": ""2021-02-25"", ""raw_text"": ""2021年2月25日""}",
688758_subscription_flow_001,agreement_date,MATCH,"{""iso_date"": ""2021-02-26"", ""raw_text"": ""2021年2月26日""}","{""iso_date"": ""2021-02-26"", ""raw_text"": ""2021年2月26日""}",
688758_subscription_flow_001,payment_date,MATCH,"{""iso_date"": ""2021-03-09"", ""raw_text"": ""2021年3月9日""}","{""iso_date"": ""2021-03-09"", ""raw_text"": ""2021年3月9日""}",
688758_subscription_flow_001,verification_date,MATCH,null,null,
688758_subscription_flow_001,registration_date,MATCH,"{""iso_date"": ""2021-04-20"", ""raw_text"": ""2021年4月20日""}","{""iso_date"": ""2021-04-20"", ""raw_text"": ""2021年4月20日""}",
688758_subscription_flow_001,effective_date,MATCH,"{""iso_date"": ""2021-04-20"", ""raw_text"": ""2021年4月20日""}","{""iso_date"": ""2021-04-20"", ""raw_text"": ""2021年4月20日""}",
688758_subscription_flow_001,registration_capital_before,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 24080000, ""raw_text"": ""2,408.00万元"", ""unit"": ""万元"", ""value"": 2408.0}","{""normalized_unit"": ""CNY"", ""normalized_value"": 24080000, ""raw_text"": null, ""unit"": null, ""value"": null}",
688758_subscription_flow_001,registration_capital_after,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 27506769, ""raw_text"": ""2,750.6769万元"", ""unit"": ""万元"", ""value"": 2750.6769}","{""normalized_unit"": ""CNY"", ""normalized_value"": 27506769, ""raw_text"": ""2,750.6769万元"", ""unit"": ""万元"", ""value"": 2750.6769}",
688758_subscription_flow_001,total_shares_before,MATCH,null,null,
688758_subscription_flow_001,total_shares_after,MATCH,null,null,
688758_subscription_flow_001,new_registered_capital,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 3426769, ""raw_text"": ""342.6769万元"", ""unit"": ""万元"", ""value"": 342.6769}","{""normalized_unit"": ""CNY"", ""normalized_value"": 3426769, ""raw_text"": ""342.6769万元"", ""unit"": ""万元"", ""value"": 342.6769}",
688758_subscription_flow_001,new_shares,MATCH,null,null,
688758_subscription_flow_001,total_consideration,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 185000000, ""raw_text"": ""1.85亿元"", ""unit"": ""亿元"", ""value"": 1.85}","{""normalized_unit"": ""CNY"", ""normalized_value"": 185000000, ""raw_text"": ""1.85亿元"", ""unit"": ""亿元"", ""value"": 1.85}",
688758_subscription_flow_001,capital_premium,MATCH,null,null,
688758_subscription_flow_001,source_pages,MATCH,"[56, 57]","[56, 57]",
688758_subscription_flow_001,post_event_snapshot_pages,MATCH,"[56, 57]","[56, 57]",
688758_subscription_flow_001,participants.names,MATCH,"[""唐斌"", ""宁波梅山保税港区复星惟盈股权投资基金合伙企业（有限合伙）"", ""张敏"", ""江苏国寿疌泉股权投资中心（有限合伙）""]","[""唐斌"", ""宁波梅山保税港区复星惟盈股权投资基金合伙企业（有限合伙）"", ""张敏"", ""江苏国寿疌泉股权投资中心（有限合伙）""]",
688758_subscription_flow_001,participants[唐斌].participant_role,MATCH,"""existing_shareholder""","""existing_shareholder""",
688758_subscription_flow_001,participants[唐斌].contribution_method,MATCH,"""cash""","""cash""",
688758_subscription_flow_001,participants[唐斌].subscribed_registered_capital,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 21169, ""raw_text"": ""2.1169万元"", ""unit"": ""万元"", ""value"": 2.1169}","{""normalized_unit"": ""CNY"", ""normalized_value"": 21168.999999999996, ""raw_text"": ""2.1169万元"", ""unit"": ""万元"", ""value"": 2.1169}",
688758_subscription_flow_001,participants[唐斌].subscribed_shares,MATCH,null,null,
688758_subscription_flow_001,participants[唐斌].contribution_amount,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 1142857, ""raw_text"": ""114.2857万元"", ""unit"": ""万元"", ""value"": 114.2857}","{""normalized_unit"": ""CNY"", ""normalized_value"": 1142857, ""raw_text"": ""114.2857万元"", ""unit"": ""万元"", ""value"": 114.2857}",
688758_subscription_flow_001,participants[唐斌].price_per_share,MATCH,null,null,
688758_subscription_flow_001,participants[唐斌].price_per_registered_capital,MATCH,"{""normalized_unit"": ""CNY_per_registered_capital"", ""normalized_value"": 53.99, ""raw_text"": ""53.99元/注册资本"", ""unit"": ""元/注册资本"", ""value"": 53.99}","{""normalized_unit"": ""CNY_per_registered_capital"", ""normalized_value"": 53.99, ""raw_text"": ""53.99元/注册资本"", ""unit"": ""元/注册资本"", ""value"": 53.99}",
688758_subscription_flow_001,participants[宁波梅山保税港区复星惟盈股权投资基金合伙企业（有限合伙）].participant_role,MATCH,"""institutional_investor""","""institutional_investor""",
688758_subscription_flow_001,participants[宁波梅山保税港区复星惟盈股权投资基金合伙企业（有限合伙）].contribution_method,MATCH,"""cash""","""cash""",
688758_subscription_flow_001,participants[宁波梅山保税港区复星惟盈股权投资基金合伙企业（有限合伙）].subscribed_registered_capital,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 890431, ""raw_text"": ""89.0431万元"", ""unit"": ""万元"", ""value"": 89.0431}","{""normalized_unit"": ""CNY"", ""normalized_value"": 890431, ""raw_text"": ""89.0431万元"", ""unit"": ""万元"", ""value"": 89.0431}",
688758_subscription_flow_001,participants[宁波梅山保税港区复星惟盈股权投资基金合伙企业（有限合伙）].subscribed_shares,MATCH,null,null,
688758_subscription_flow_001,participants[宁波梅山保税港区复星惟盈股权投资基金合伙企业（有限合伙）].contribution_amount,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 48071429, ""raw_text"": ""4,807.1429万元"", ""unit"": ""万元"", ""value"": 4807.1429}","{""normalized_unit"": ""CNY"", ""normalized_value"": 48071429, ""raw_text"": ""4,807.1429万元"", ""unit"": ""万元"", ""value"": 4807.1429}",
688758_subscription_flow_001,participants[宁波梅山保税港区复星惟盈股权投资基金合伙企业（有限合伙）].price_per_share,MATCH,null,null,
688758_subscription_flow_001,participants[宁波梅山保税港区复星惟盈股权投资基金合伙企业（有限合伙）].price_per_registered_capital,MATCH,"{""normalized_unit"": ""CNY_per_registered_capital"", ""normalized_value"": 53.99, ""raw_text"": ""53.99元/注册资本"", ""unit"": ""元/注册资本"", ""value"": 53.99}","{""normalized_unit"": ""CNY_per_registered_capital"", ""normalized_value"": 53.99, ""raw_text"": ""53.99元/注册资本"", ""unit"": ""元/注册资本"", ""value"": 53.99}",
688758_subscription_flow_001,participants[张敏].participant_role,MATCH,"""existing_shareholder""","""existing_shareholder""",
688758_subscription_flow_001,participants[张敏].contribution_method,MATCH,"""cash""","""cash""",
