package_id,field_path,status,gold_value,auto_value,note
301581_subscription_flow_001,event_family,MATCH,"""subscription_flow""","""subscription_flow""",
301581_subscription_flow_001,flow_subtype,MATCH,"""merger_increase""","""merger_increase""",
301581_subscription_flow_001,currency,MATCH,"""CNY""","""CNY""",
301581_subscription_flow_001,post_event_snapshot_present,MATCH,true,true,
301581_subscription_flow_001,decision_date,MATCH,"{""iso_date"": ""2021-04-07"", ""raw_text"": ""2021年4月7日""}","{""iso_date"": ""2021-04-07"", ""raw_text"": ""2021年4月7日""}",
301581_subscription_flow_001,agreement_date,MATCH,"{""iso_date"": ""2021-04-07"", ""raw_text"": ""2021年4月7日""}","{""iso_date"": ""2021-04-07"", ""raw_text"": ""2021年4月7日""}",
301581_subscription_flow_001,payment_date,MATCH,"{""iso_date"": ""2021-09-07"", ""raw_text"": ""截至2021年9月7日""}","{""iso_date"": ""2021-09-07"", ""raw_text"": ""2021年9月7日""}",
301581_subscription_flow_001,verification_date,MATCH,"{""iso_date"": ""2022-11-16"", ""raw_text"": ""2022年11月16日""}","{""iso_date"": ""2022-11-16"", ""raw_text"": ""2022年11月16日""}",
301581_subscription_flow_001,registration_date,MATCH,"{""iso_date"": ""2021-04-13"", ""raw_text"": ""2021年4月13日""}","{""iso_date"": ""2021-04-13"", ""raw_text"": ""2021年4月13日""}",
301581_subscription_flow_001,effective_date,MATCH,"{""iso_date"": ""2021-04-13"", ""raw_text"": ""2021年4月13日""}","{""iso_date"": ""2021-04-13"", ""raw_text"": ""2021年4月13日""}",
301581_subscription_flow_001,registration_capital_before,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 10000000, ""raw_text"": ""1,000.00万元"", ""unit"": ""万元"", ""value"": 1000.0}","{""normalized_unit"": ""CNY"", ""normalized_value"": 10000000, ""raw_text"": null, ""unit"": null, ""value"": null}",
301581_subscription_flow_001,registration_capital_after,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 12000000, ""raw_text"": ""1,200.00万元"", ""unit"": ""万元"", ""value"": 1200.0}","{""normalized_unit"": ""CNY"", ""normalized_value"": 12000000, ""raw_text"": ""1,200万元"", ""unit"": ""万元"", ""value"": 1200}",
301581_subscription_flow_001,total_shares_before,MATCH,null,null,
301581_subscription_flow_001,total_shares_after,MATCH,null,null,
301581_subscription_flow_001,new_registered_capital,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 2000000, ""raw_text"": ""200万元"", ""unit"": ""万元"", ""value"": 200.0}","{""normalized_unit"": ""CNY"", ""normalized_value"": 2000000, ""raw_text"": ""200万元"", ""unit"": ""万元"", ""value"": 200}",
301581_subscription_flow_001,new_shares,MATCH,null,null,
301581_subscription_flow_001,total_consideration,MATCH,null,null,
301581_subscription_flow_001,capital_premium,MATCH,null,null,
301581_subscription_flow_001,source_pages,MATCH,"[43, 44]","[43, 44]",
301581_subscription_flow_001,post_event_snapshot_pages,MATCH,[44],[44],
301581_subscription_flow_001,participants.names,MATCH,"[""昆山谷捷金属制品有限公司""]","[""昆山谷捷金属制品有限公司""]",
301581_subscription_flow_001,participants[昆山谷捷金属制品有限公司].participant_role,MATCH,"""merged_entity""","""merged_entity""",
301581_subscription_flow_001,participants[昆山谷捷金属制品有限公司].contribution_method,MATCH,"""merged_entity_net_assets""","""merged_entity_net_assets""",
301581_subscription_flow_001,participants[昆山谷捷金属制品有限公司].subscribed_registered_capital,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 2000000, ""raw_text"": ""200万元"", ""unit"": ""万元"", ""value"": 200.0}","{""normalized_unit"": ""CNY"", ""normalized_value"": 2000000, ""raw_text"": ""200万元"", ""unit"": ""万元"", ""value"": 200}",
301581_subscription_flow_001,participants[昆山谷捷金属制品有限公司].subscribed_shares,MATCH,null,null,
301581_subscription_flow_001,participants[昆山谷捷金属制品有限公司].contribution_amount,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 3809400, ""raw_text"": ""380.94万元"", ""unit"": ""万元"", ""value"": 380.94}","{""normalized_unit"": ""CNY"", ""normalized_value"": 3809400, ""raw_text"": ""380.94万元"", ""unit"": ""万元"", ""value"": 380.94}",
301581_subscription_flow_001,participants[昆山谷捷金属制品有限公司].price_per_share,MATCH,null,null,
301581_subscription_flow_001,participants[昆山谷捷金属制品有限公司].price_per_registered_capital,MATCH,null,null,
