package_id,field_path,status,gold_value,auto_value,note
920100_subscription_flow_001,event_family,MATCH,"""subscription_flow""","""subscription_flow""",
920100_subscription_flow_001,flow_subtype,MATCH,"""private_placement""","""private_placement""",
920100_subscription_flow_001,currency,MATCH,"""CNY""","""CNY""",
920100_subscription_flow_001,post_event_snapshot_present,MATCH,false,false,
920100_subscription_flow_001,decision_date,MATCH,"{""iso_date"": ""2022-07-09"", ""raw_text"": ""2022年7月9日""}","{""iso_date"": ""2022-07-09"", ""raw_text"": ""2022年7月9日""}",
920100_subscription_flow_001,agreement_date,MATCH,null,null,
920100_subscription_flow_001,payment_date,MATCH,"{""iso_date"": ""2022-08-09"", ""raw_text"": ""截至2022年8月9日""}","{""iso_date"": ""2022-08-09"", ""raw_text"": ""2022年8月9日""}",
920100_subscription_flow_001,verification_date,MATCH,"{""iso_date"": ""2022-08-15"", ""raw_text"": ""2022年8月15日""}","{""iso_date"": ""2022-08-15"", ""raw_text"": ""2022年8月15日""}",
920100_subscription_flow_001,registration_date,MATCH,null,null,
920100_subscription_flow_001,effective_date,MATCH,"{""iso_date"": ""2022-09-01"", ""raw_text"": ""2022年9月1日""}","{""iso_date"": ""2022-09-01"", ""raw_text"": ""2022年9月1日""}",
920100_subscription_flow_001,registration_capital_before,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 30000000, ""raw_text"": ""3,000.00万元"", ""unit"": ""万元"", ""value"": 3000.0}","{""normalized_unit"": ""CNY"", ""normalized_value"": 30000000, ""raw_text"": null, ""unit"": null, ""value"": null}",
920100_subscription_flow_001,registration_capital_after,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 35300000, ""raw_text"": ""3,530.00万元"", ""unit"": ""万元"", ""value"": 3530.0}","{""normalized_unit"": ""CNY"", ""normalized_value"": 35300000, ""raw_text"": ""3,530.00万元"", ""unit"": ""万元"", ""value"": 3530}",
920100_subscription_flow_001,total_shares_before,MATCH,"{""normalized_unit"": ""share"", ""normalized_value"": 30000000, ""raw_text"": ""3,000.00万股"", ""unit"": ""万股"", ""value"": 3000.0}","{""normalized_unit"": ""share"", ""normalized_value"": 30000000, ""raw_text"": null, ""unit"": null, ""value"": null}",
920100_subscription_flow_001,total_shares_after,MATCH,"{""normalized_unit"": ""share"", ""normalized_value"": 35300000, ""raw_text"": ""3,530.00万股"", ""unit"": ""万股"", ""value"": 3530.0}","{""normalized_unit"": ""share"", ""normalized_value"": 35300000, ""raw_text"": null, ""unit"": null, ""value"": null}",
920100_subscription_flow_001,new_registered_capital,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 5300000, ""raw_text"": ""530.00万元"", ""unit"": ""万元"", ""value"": 530.0}","{""normalized_unit"": ""CNY"", ""normalized_value"": 5300000, ""raw_text"": ""530.00万元"", ""unit"": ""万元"", ""value"": 530}",
920100_subscription_flow_001,new_shares,MATCH,"{""normalized_unit"": ""share"", ""normalized_value"": 5300000, ""raw_text"": ""530.00万股"", ""unit"": ""万股"", ""value"": 530.0}","{""normalized_unit"": ""share"", ""normalized_value"": 5300000, ""raw_text"": ""530.00万股"", ""unit"": ""万股"", ""value"": 530}",
920100_subscription_flow_001,total_consideration,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 23744000, ""raw_text"": ""2,374.40万元"", ""unit"": ""万元"", ""value"": 2374.4}","{""normalized_unit"": ""CNY"", ""normalized_value"": 23744000, ""raw_text"": ""2,374.40万元"", ""unit"": ""万元"", ""value"": 2374.4}",
920100_subscription_flow_001,capital_premium,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 18444000, ""raw_text"": ""1,844.40万元"", ""unit"": ""万元"", ""value"": 1844.4}","{""normalized_unit"": ""CNY"", ""normalized_value"": 18444000, ""raw_text"": ""1,844.40万元"", ""unit"": ""万元"", ""value"": 1844.4}",
920100_subscription_flow_001,source_pages,MATCH,"[31, 32, 250]","[31, 32, 250]",
920100_subscription_flow_001,post_event_snapshot_pages,MATCH,[],[],
920100_subscription_flow_001,participants.names,MATCH,"[""深圳市稳正景明创业投资企业（有限合伙）"", ""深圳市稳正长泽创业投资企业（有限合伙）""]","[""深圳市稳正景明创业投资企业（有限合伙）"", ""深圳市稳正长泽创业投资企业（有限合伙）""]",
920100_subscription_flow_001,participants[深圳市稳正景明创业投资企业（有限合伙）].participant_role,MATCH,"""institutional_investor""","""institutional_investor""",
920100_subscription_flow_001,participants[深圳市稳正景明创业投资企业（有限合伙）].contribution_method,MATCH,"""cash""","""cash""",
920100_subscription_flow_001,participants[深圳市稳正景明创业投资企业（有限合伙）].subscribed_registered_capital,MATCH,null,null,
920100_subscription_flow_001,participants[深圳市稳正景明创业投资企业（有限合伙）].subscribed_shares,MATCH,null,null,
920100_subscription_flow_001,participants[深圳市稳正景明创业投资企业（有限合伙）].contribution_amount,MATCH,null,null,
920100_subscription_flow_001,participants[深圳市稳正景明创业投资企业（有限合伙）].price_per_share,MATCH,"{""normalized_unit"": ""CNY_per_share"", ""normalized_value"": 4.48, ""raw_text"": ""4.48元/股"", ""unit"": ""元/股"", ""value"": 4.48}","{""normalized_unit"": ""CNY_per_share"", ""normalized_value"": 4.48, ""raw_text"": ""4.48元/股"", ""unit"": ""元/股"", ""value"": 4.48}",
920100_subscription_flow_001,participants[深圳市稳正景明创业投资企业（有限合伙）].price_per_registered_capital,MATCH,null,null,
920100_subscription_flow_001,participants[深圳市稳正长泽创业投资企业（有限合伙）].participant_role,MATCH,"""institutional_investor""","""institutional_investor""",
920100_subscription_flow_001,participants[深圳市稳正长泽创业投资企业（有限合伙）].contribution_method,MATCH,"""cash""","""cash""",
920100_subscription_flow_001,participants[深圳市稳正长泽创业投资企业（有限合伙）].subscribed_registered_capital,MATCH,null,null,
920100_subscription_flow_001,participants[深圳市稳正长泽创业投资企业（有限合伙）].subscribed_shares,MATCH,null,null,
920100_subscription_flow_001,participants[深圳市稳正长泽创业投资企业（有限合伙）].contribution_amount,MATCH,null,null,
920100_subscription_flow_001,participants[深圳市稳正长泽创业投资企业（有限合伙）].price_per_share,MATCH,"{""normalized_unit"": ""CNY_per_share"", ""normalized_value"": 4.48, ""raw_text"": ""4.48元/股"", ""unit"": ""元/股"", ""value"": 4.48}","{""normalized_unit"": ""CNY_per_share"", ""normalized_value"": 4.48, ""raw_text"": ""4.48元/股"", ""unit"": ""元/股"", ""value"": 4.48}",
920100_subscription_flow_001,participants[深圳市稳正长泽创业投资企业（有限合伙）].price_per_registered_capital,MATCH,null,null,
